t	X_CHL	X_ALG	X_PG	X_TAG	S_CO2	S_A	S_G	S_O2	S_NH	S_NO	S_P	X_N_ALG	X_P_ALG	Q
0.444444444	0	0	0	0	30	5	5	5	16.22175318	16.41	0.085585506	0	0	421.8611433
0.447916667	0	0	0	0	30	5	5	5	16.18988392	16.41	0.085602415	0	0	421.8611433
0.451388889	0	0	0	0	30	5	5	5	16.1587223	16.41	0.085619521	0	0	421.8611433
0.454861111	0	0	0	0	30	5	5	5	16.12826649	16.41	0.085636822	0	0	421.8611433
0.458333333	0	0	0	0	30	5	5	5	16.09851442	16.41	0.085654318	0	0	421.8611433
0.461805556	0	0	0	0	30	5	5	5	16.06946382	16.41	0.085672008	0	0	421.8611433
0.465277778	0	0	0	0	30	5	5	5	16.04111221	16.41	0.085689891	0	0	421.8611433
0.46875	0	0	0	0	30	5	5	5	16.0134569	16.41	0.085707966	0	0	421.8611433
0.472222222	0	0	0	0	30	5	5	5	15.98649501	16.41	0.085726232	0	0	421.8611433
0.475694444	0	0	0	0	30	5	5	5	15.96022345	16.41	0.085744689	0	0	421.8611433
0.479166667	0	0	0	0	30	5	5	5	15.93463893	16.41	0.085763334	0	0	421.8611433
0.482638889	0	0	0	0	30	5	5	5	15.90973797	16.41	0.085782169	0	0	421.8611433
0.486111111	0	0	0	0	30	5	5	5	15.88551692	16.41	0.085801191	0	0	421.8611433
0.489583333	0	0	0	0	30	5	5	5	15.86197191	16.41	0.085820401	0	0	421.8611433
0.493055556	0	0	0	0	30	5	5	5	15.8390989	16.41	0.085839796	0	0	421.8611433
0.496527778	0	0	0	0	30	5	5	5	15.81689368	16.41	0.085859377	0	0	421.8611433
0.5	0	0	0	0	30	5	5	5	15.79535184	16.41	0.085879143	0	0	421.8611433
0.503472222	0	0	0	0	30	5	5	5	15.77446882	16.41	0.085899092	0	0	421.8611433
0.506944444	0	0	0	0	30	5	5	5	15.75423988	16.41	0.085919225	0	0	421.8611433
0.510416667	0	0	0	0	30	5	5	5	15.7346601	16.41	0.08593954	0	0	421.8611433
0.513888889	0	0	0	0	30	5	5	5	15.71572443	16.41	0.085960036	0	0	421.8611433
0.517361111	0	0	0	0	30	5	5	5	15.69742762	16.41	0.085980714	0	0	421.8611433
0.520833333	0	0	0	0	30	5	5	5	15.67976431	16.41	0.086001572	0	0	421.8611433
0.524305556	0	0	0	0	30	5	5	5	15.66272896	16.41	0.086022609	0	0	421.8611433
0.527777778	0	0	0	0	30	5	5	5	15.64631588	16.41	0.086043825	0	0	421.8611433
0.53125	0	0	0	0	30	5	5	5	15.63051927	16.41	0.086065219	0	0	421.8611433
0.534722222	0	0	0	0	30	5	5	5	15.61533314	16.41	0.086086791	0	0	421.8611433
0.538194444	0	0	0	0	30	5	5	5	15.60075142	16.41	0.086108539	0	0	421.8611433
0.541666667	0	0	0	0	30	5	5	5	15.58676787	16.41	0.086130463	0	0	421.8611433
0.545138889	0	0	0	0	30	5	5	5	15.57337615	16.41	0.086152563	0	0	421.8611433
0.548611111	0	0	0	0	30	5	5	5	15.56056977	16.41	0.086174838	0	0	421.8611433
0.552083333	0	0	0	0	30	5	5	5	15.54834216	16.41	0.086197288	0	0	421.8611433
0.555555556	0	0	0	0	30	5	5	5	15.53668659	16.41	0.08621991	0	0	421.8611433
0.559027778	0	0	0	0	30	5	5	5	15.52559627	16.41	0.086242706	0	0	421.8611433
0.5625	0	0	0	0	30	5	5	5	15.51506428	16.41	0.086265675	0	0	421.8611433
0.565972222	0	0	0	0	30	5	5	5	15.50508359	16.41	0.086288815	0	0	421.8611433
0.569444444	0	0	0	0	30	5	5	5	15.4956471	16.41	0.086312127	0	0	421.8611433
0.572916667	0	0	0	0	30	5	5	5	15.48674759	16.41	0.08633561	0	0	421.8611433
0.576388889	0	0	0	0	30	5	5	5	15.47837779	16.41	0.086359262	0	0	421.8611433
0.579861111	0	0	0	0	30	5	5	5	15.47053031	16.41	0.086383085	0	0	421.8611433
0.583333333	0	0	0	0	30	5	5	5	15.4631977	16.41	0.086407077	0	0	421.8611433
0.586805556	0	0	0	0	30	5	5	5	15.45637244	16.41	0.086431238	0	0	421.8611433
0.590277778	0	0	0	0	30	5	5	5	15.45004693	16.41	0.086455568	0	0	421.8611433
0.59375	0	0	0	0	30	5	5	5	15.44421351	16.41	0.086480065	0	0	421.8611433
0.597222222	0	0	0	0	30	5	5	5	15.43886446	16.41	0.086504729	0	0	421.8611433
0.600694444	0	0	0	0	30	5	5	5	15.43399201	16.41	0.086529561	0	0	421.8611433
0.604166667	0	0	0	0	30	5	5	5	15.42958833	16.41	0.086554559	0	0	421.8611433
0.607638889	0	0	0	0	30	5	5	5	15.42564553	16.41	0.086579723	0	0	421.8611433
0.611111111	0	0	0	0	30	5	5	5	15.42215571	16.41	0.086605053	0	0	421.8611433
0.614583333	0	0	0	0	30	5	5	5	15.4191109	16.41	0.086630548	0	0	421.8611433
0.618055556	0	0	0	0	30	5	5	5	15.41650311	16.41	0.086656208	0	0	421.8611433
0.621527778	0	0	0	0	30	5	5	5	15.41432433	16.41	0.086682033	0	0	421.8611433
0.625	0	0	0	0	30	5	5	5	15.41256649	16.41	0.086708022	0	0	421.8611433
0.628472222	0	0	0	0	30	5	5	5	15.41122152	16.41	0.086734175	0	0	421.8611433
0.631944444	0	0	0	0	30	5	5	5	15.41028135	16.41	0.086760492	0	0	421.8611433
0.635416667	0	0	0	0	30	5	5	5	15.40973786	16.41	0.086786971	0	0	421.8611433
0.638888889	0	0	0	0	30	5	5	5	15.40958294	16.41	0.086813614	0	0	421.8611433
0.642361111	0	0	0	0	30	5	5	5	15.40980847	16.41	0.086840419	0	0	421.8611433
0.645833333	0	0	0	0	30	5	5	5	15.41040633	16.41	0.086867387	0	0	421.8611433
0.649305556	0	0	0	0	30	5	5	5	15.4113684	16.41	0.086894517	0	0	421.8611433
0.652777778	0	0	0	0	30	5	5	5	15.41268657	16.41	0.086921809	0	0	421.8611433
0.65625	0	0	0	0	30	5	5	5	15.41435273	16.41	0.086949262	0	0	421.8611433
0.659722222	0	0	0	0	30	5	5	5	15.41635879	16.41	0.086976877	0	0	421.8611433
0.663194444	0	0	0	0	30	5	5	5	15.41869667	16.41	0.087004653	0	0	421.8611433
